MIDAS,Lake,Towns,Area_ac,Perim_mi,D_Mean_ft,D_Max_ft,Volume_acft,DDrain_sqmi,TDrain_sqmi,Flushes_p_yr,Trop_Cat,Dam,Elev_ft,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery
9612,Intake Pond,Little Squaw Twp,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1310,KENNEBEC,MOOSEHEAD LAKE,Moosehead Lake,103000105,Big Moose Pond,Piscataquis,446830,5035688,45.47269212,-69.68022904,n/a,None known,n/a
9613,McAvoy Pond,Benedicta Twp,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,480,PENOBSCOT,MOLUNKUS,Molunkus Stream,102000306,Benedicta,Aroostook,545453,5067663,45.76102894,-68.41551143,n/a,None known,n/a
9614,Mirror Pond,Big Squaw Twp,0.3,0.1,NA,NA,NA,NA,0.06,NA,NA,NA,2415,KENNEBEC,MOOSEHEAD LAKE,Moosehead Lake,103000105,Big Moose Pond,Piscataquis,445126,5037604,45.48980528,-69.70225024,n/a,None known,n/a
9615,unnamed pond,Bancroft,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,420,PENOBSCOT,UPPER MATTAWAMKEAG,Mattawamkeag River (2),102000305,Jimmey Mtn,Aroostook,580824,5059330,45.68280326,-67.96211231,n/a,None known,n/a
9616,Deep Pond,T4 R9 WELS,6,0.4,9,20,NA,NA,NA,NA,MESO,no dam,1360,PENOBSCOT,LOWER E. BR. PENOBSCOT,East Branch Penobscot River (3),102000205,Wassataquoik Lake,Piscataquis,506846,5094327,46.00248484,-68.91158729,n/a,None known,Coldwater
9617,unnamed pond,Bancroft,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,435,PENOBSCOT,UPPER MATTAWAMKEAG,Mattawamkeag River (2),102000305,Jimmey Mtn,Aroostook,580121,5059988,45.68881118,-67.97102681,n/a,None known,n/a
9618,unnamed pond,Nesourdnahunk Twp,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1570,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Nesowadnehunk Lake,Piscataquis,495753,5100776,46.06054296,-69.05490239,n/a,None known,n/a
9620,unnamed pond,Charleston,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,PENOBSCOT,PUSHAW,Pushaw Stream,102000508,Charleston,Penobscot,496163,4992719,45.08792957,-69.04875648,n/a,None known,n/a
9621,unnamed pond,Allagash,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,730,ST. JOHN,LOWER ALLAGASH,Allagash River,101000207,Allagash,Aroostook,494097,5211515,47.05712274,-69.07772854,n/a,None known,n/a
9622,Rollins Mill Pond,Charleston,6,0.6,NA,NA,145.9296,5.382234,5.73,39.51,NA,NA,269,PENOBSCOT,PUSHAW,Pushaw Stream,102000508,Charleston,Penobscot,497487,4988684,45.05160828,-69.03191066,n/a,None known,n/a
9625,South Duck Pond,Columbia,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,179,COASTAL,PLEASANT,Pleasant River,105000208,Epping,Washington,592418,4948366,44.68270708,-67.83382593,n/a,None known,n/a
9626,unnamed pond,T3 Indian Purchase Twp,6,0.4,NA,NA,NA,NA,1.16,NA,NA,NA,495,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Norcross,Penobscot,516698,5056144,45.65864311,-68.78567323,n/a,None known,n/a
9627,North Duck Pond,Columbia,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,162,COASTAL,PLEASANT,Pleasant River,105000208,Epping,Washington,592512,4948529,44.68416484,-67.83261509,n/a,None known,n/a
9628,unnamed pond,T3 Indian Purchase Twp,20,NA,NA,NA,NA,NA,1.3900000000000001,NA,NA,NA,435,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Nollesemic Lake,Penobscot,521942,5051955,45.6207972,-68.71854501,n/a,None known,n/a
9629,unnamed pond,T36 MD BPP,4,0.3,14,36,NA,NA,NA,NA,NA,NA,235,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Tug Mtn,Washington,589125,4982502,44.99036592,-67.86938304,n/a,None known,n/a
9630,Upper Jo-Mary Ddwtr,T4 Indian Purchase Twp,18,1.3,NA,NA,NA,NA,26,NA,NA,NA,525,PENOBSCOT,LOWER W. BR. PENOBSCOT,Jo-Mary Lake,102000108,Ragged Mtn,Penobscot,504598,5050672,45.60957902,-68.94103248,n/a,None known,n/a
9631,unnamed pond,"T31 MD BPP, T37 MD BPP",4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,237,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Tug Mtn,Washington,595343,4981702,44.98236058,-67.79067038,n/a,None known,n/a
9632,Mud Brook Flowage,T2 R8 WELS,24,2.1,NA,NA,486.432,17.868708,17.7,41.27,NA,NA,520,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (4),102000110,Whetstone Mtn,Penobscot,519497,5073166,45.81177918,-68.74905145,n/a,None known,n/a
9633,unnamed pond,Aurora,3,0.3,7,8,NA,NA,NA,NA,EUTRO,no dam,254,UNION,EAST BRANCH UNION,Graham Lake,105000212,Amherst,Hancock,558812,4964300,44.82968074,-68.25599747,n/a,None known,n/a
9634,unnamed pond,T2 R8 WELS,6,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,335,PENOBSCOT,UPPER MIDDLE PENOBSCOT,Penobscot River (2) at West Enfield,102000502,Mattamiscontis Mtn,Penobscot,525164,5032214,45.44299972,-68.6782321,n/a,None known,n/a
9635,Number Three Pond,"Lee, T3 R1 NBPP",642,7.6000000000000005,8,34,4602.759839,7.428564,8.14,1.82,EUTRO,surface increased <50%,299,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Lee,Penobscot,558034,5018691,45.31932492,-68.25953995,n/a,None known,Warmwater
9636,unnamed pond,Grindstone Twp,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,485,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (4),102000110,Millinocket,Penobscot,526176,5063834,45.72756276,-68.66359502,n/a,None known,n/a
9640,unnamed pond,Grindstone Twp,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,500,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (4),102000110,Millinocket,Penobscot,526022,5064542,45.73394416,-68.66553668,n/a,None known,n/a
9641,East Monroe Pond,T43 MD BPP,6,0.4,12,26,150.4878732,0.03861,0.04,0.49,MESO,no dam,275,ST. CROIX,ST. CROIX,Big Lake at Peter Dana Point,105000105,Monroe Lake,Washington,594160,4992522,45.07989492,-67.80363848,n/a,None known,Coldwater
9642,Johnny Ayers Brk Pnd,T2 R9 NWP,2,1,NA,NA,NA,NA,NA,NA,NA,NA,390,PENOBSCOT,UPPER MIDDLE PENOBSCOT,Penobscot River (2) at West Enfield,102000502,Mattamiscontis Mtn,Penobscot,527001,5035441,45.47197531,-68.65456164,n/a,None known,n/a
9644,Lost Pond,Alton,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,155,PENOBSCOT,PUSHAW,Pushaw Stream,102000508,South Lagrange,Penobscot,515214,4990337,45.06632862,-68.80674851,n/a,None known,n/a
9648,Holts Mill Pond,Garland,6,1.4000000000000001,NA,NA,NA,NA,21.6,NA,NA,NA,250,PENOBSCOT,KENDUSKEAG,Kenduskeag Stream,102000510,Charleston,Penobscot,491462,4985889,45.02640421,-69.10837377,n/a,None known,n/a
9649,Scraggly Lake,"T5 R1 NBPP, T6 R1 NBPP",1640,22.3,22,42,16456.55234,11.397672,41.5,2.51,MESO,surface increased <50%,298,ST. CROIX,ST. CROIX,West Grand Lake,105000103,Scraggly Lake,Penobscot,581724,5019867,45.32754828,-67.95713122,Above average,None known,Coldwater + Warmwater
9651,Brandy Pond,T39 MD,733,5.6000000000000005,10,24,4758.7358,28.891863,33.1,7.79,EUTRO,no dam,335,UNION,WEST BRANCH UNION,Graham Lake,105000212,Brandy Pond,Hancock,557707,4987169,45.03562096,-68.2673635,n/a,None known,Warmwater
9652,unnamed pond,Atkinson,3,0.5,NA,NA,NA,NA,5.54,NA,NA,NA,440,PENOBSCOT,PUSHAW,Pushaw Stream,102000508,Charleston,Piscataquis,496359,4996038,45.11780379,-69.04628831,n/a,None known,n/a
9653,Snowshoe Pond,Clifton,8,0.5,NA,26,72.9648,0.127413,0.2,2.03,MESO,no dam,367,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,535922,4957940,44.77395284,-68.5460103,n/a,None known,Bait
9654,unnamed pond,Orneville Twp,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,280,PENOBSCOT,PUSHAW,Pushaw Stream,102000508,Milo South,Piscataquis,508491,5003476,45.18471915,-68.89192525,n/a,None known,n/a
9655,Lower Breakneck Pond,Bar Harbor,21,1.3,11,21,NA,NA,0.58,NA,MESO,no dam,250,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Salsbury Cove,Hancock,559220,4915439,44.38981359,-68.25647127,Average,None known,Coldwater
9656,Carloe Pond,T26 ED BPP,12,0.9,NA,NA,194.5728,1.254825,1.1,14.68,NA,NA,305,ST. CROIX,ST. CROIX,Big Lake at Peter Dana Point,105000105,Clifford Lake,Washington,605172,4989784,45.05370812,-67.66433926,n/a,None known,n/a
9657,Upper Breakneck Pond,Bar Harbor,9,0.5,6,12,17.78030568,0.667953,0.46,50.96,EUTRO,no dam,250,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Salsbury Cove,Hancock,559290,4915033,44.38615188,-68.25563679,n/a,None known,Coldwater
9658,Denning Deadwater,Shirley,10,NA,NA,NA,NA,NA,2.84,NA,NA,NA,1110,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (1),102000401,Monson West,Piscataquis,452960,5023924,45.36725279,-69.60068493,n/a,None known,n/a
9659,Stiles Lake,T35 MD,50,1.2,4,6,113.4148637,2.401542,2.65,27.84,EUTRO,no dam,362,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Quillpig Mtn,Hancock,578133,4980548,44.97407456,-68.00910868,n/a,None known,Warmwater
9660,unnamed pond,TB R11 WELS,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1350,PENOBSCOT,PLEASANT,Pleasant River,102000404,Big Shanty Mtn,Piscataquis,484279,5047368,45.57967845,-69.20150551,n/a,None known,n/a
9661,Cathance Lake,"Cooper, No 14 Twp",3227,30.5,24,75,74050.12416,13.521222,21.400000000000002,0.34,OLIGO,surface increased <50%,214,COASTAL,DENNYS,Dennys River,105000201,Lake Cathance,Washington,626507,4978400,44.94777509,-67.39634418,Above average,None known,Coldwater + Warmwater
9662,Saddleback Pond,TB R11 WELS,8,0.4,NA,3,80.018064,0.61776,0.59,10.55,EUTRO,no dam,1461,PENOBSCOT,LOWER PISCATAQUIS,Pleasant River,102000404,Silver Lake,Piscataquis,487555,5037655,45.49231764,-69.15926953,n/a,None known,No fishery
9663,Leonard Lake,Ellsworth,118,3.9,25,55,NA,NA,547,NA,MESO,surface increased >50%,66,UNION,LOWER UNION,Union River Bay,105000213,Ellsworth,Hancock,544495,4933154,44.55034839,-68.4398201,n/a,None known,Warmwater
9665,unnamed pond,Greenville,2,0.4,NA,NA,NA,NA,1.05,NA,NA,NA,1105,PENOBSCOT,SEBEC,Sebec River,102000403,Greenville,Piscataquis,455771,5031167,45.43262525,-69.5654435,n/a,None known,n/a
9666,Big Spring Pond,Shawtown Twp,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1315,PENOBSCOT,PLEASANT,Pleasant River,102000404,Big Shanty Mtn,Piscataquis,481442,5051985,45.62116378,-69.23805028,n/a,None known,n/a
9667,West Pike Brook Pond,T18 MD BPP,25,1.4000000000000001,14,32,252.94464,0.131274,0.58,0.93,MESO,no dam,213,COASTAL,PLEASANT,Pleasant River,105000208,Schoodic Lake,Washington,586103,4951763,44.71407671,-67.9129308,n/a,None known,Coldwater
9668,unnamed pond,T5 R7 BKP WKR,8,1.6,NA,NA,NA,NA,1.43,NA,NA,NA,1190,KENNEBEC,DEAD,Dead River,103000204,Spencer Lake,Somerset,400056,5037991,45.48829152,-70.2789841,n/a,None known,n/a
9670,Upper Tobey Pond,T5 R7 BKP WKR,15,0.7000000000000001,NA,NA,97.2864,0.123552,0.17,1.29,NA,NA,1162,KENNEBEC,DEAD,Dead River,103000204,Spencer Lake,Somerset,398104,5037480,45.48340981,-70.30385979,n/a,None known,n/a
9671,James Pond,Charlotte,26,1.1,13,30,290.5376453,0.830115,0.76,4.44,MESO,surface increased <50%,184,COASTAL,PENNAMAQUAN,Pennamaquan River,105000202,Meddybemps Lake East,Washington,635992,4988245,45.03461033,-67.27350636,n/a,None known,Coldwater
9673,Ledge Pond,Charlotte,13,0.7000000000000001,16,34,198.3274875,0.088803000000000007,0.1,0.74,OLIGO,no dam,256,COASTAL,PENNAMAQUAN,Pennamaquan River,105000202,Meddybemps Lake East,Washington,635167,4988294,45.03521271,-67.283965,n/a,None known,Coldwater
9674,Soper Brook Deadwater,T4 R11 WELS,20,NA,NA,NA,NA,NA,11.4,NA,NA,NA,1135,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,486040,5092039,45.98178471,-69.18022509,n/a,None known,n/a
9675,unnamed pond,Acton,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,Mousam River,106000302,Great East Lake,York,346807,4820759,43.52405986,-70.89564974,n/a,None known,n/a
9676,Rubberneck Pond,TA R11 WELS,6,0.5,NA,NA,71.505504,0.196911,0.18,3.58,NA,NA,1530,PENOBSCOT,PLEASANT,Jo-Mary Lake,102000108,Nahamakanta Stream,Piscataquis,490717,5054629,45.64514601,-69.11912414,n/a,None known,Coldwater
9677,unnamed pond,Acton,12,0.8,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,Salmon Falls River,106000305,Great East Lake,York,344531,4827720,43.58623553,-70.92579526,n/a,None known,n/a
9678,unnamed pond,T1 R11 WELS,4,1.1,NA,NA,NA,NA,4.96,NA,NA,NA,890,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Nahamakanta Stream,Piscataquis,491684,5062007,45.71156664,-69.10684446,n/a,None known,n/a
9679,Sunken Pond,Sanford,5,0.8,10,23,51.45266909,0.07722,0.05,1.76,EUTRO,no dam,245,PISCATAQUA,PISCATAQUA-SALMON FALLS,Mousam River,106000302,Alfred,York,360150,4810525,43.43456908,-70.72798907,n/a,None known,No fishery
9680,Harding Pond,T1 R11 WELS,17,0.6,NA,NA,170.2512,0.07722,0.23,0.79,NA,NA,1256,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Wadleigh Mtn,Piscataquis,486760,5058965,45.68411128,-69.1700293,n/a,None known,n/a
9681,Capisic Pond,Portland,7,1,3,4,NA,NA,2.63,NA,MESO,surface increased >50%,20,COASTAL,COASTAL,Fore River,106000105,Portland West,Cumberland,394557,4835590,43.66583107,-70.30785448,n/a,None known,No fishery
9683,Round Pond,"Greenwood, Woodstock",463,4.2,20,71,9615.490971,2.984553,2.24,0.45,MESO,surface increased <50%,721,ANDROSCOGGIN,UPPER ANDROSCOGGIN,Androscoggin River (2) at Rumford Point,104000202,Bryant Pond,Oxford,366254,4916265,44.39538695,-70.69321803,Above average,None known,Coldwater + Warmwater
9684,unnamed pond,T1 R12 WELS,12,0.8,NA,NA,121.608,1.961388,2.04,19.14,NA,NA,1104,KENNEBEC,MOOSEHEAD LAKE,Nahamakanta Stream,102000107,Farrar Mtn,Piscataquis,480285,5063956,45.72887436,-69.25337201,n/a,None known,n/a
9685,Bay of Naples Lake,Naples,740,6.2,14,44,11756.78904,3.39768,119,10.81,MESO,surface increased <50%,268,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Naples,Cumberland,372477,4868123,43.95517942,-70.58937455,Above average,Variable water-milfoil,Warmwater
9687,Pickerel Pond,Denmark,16,1,9,18,389.1456,0.428571,1.77,4.8,MESO,no dam,515,SACO,UPPER SACO,Saco River at Ossipee River,106000205,North Sebago,Oxford,360732,4869772,43.96788966,-70.73612656,Above average,None known,Warmwater
9688,Pockwockamus Deadwater,"T2 R9 WELS, T2 R10 WELS",275,NA,NA,NA,NA,NA,1553,NA,NA,NA,530,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Abol Pond,Piscataquis,504643,5071870,45.80037525,-68.94025031,n/a,None known,n/a
9689,Otter Pond #4,Standish,6,0.4,9,21,58.37184,0.061776,NA,1.33,MESO,no dam,241,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Sebago Lake,Cumberland,378829,4846689,43.76333713,-70.5053651,n/a,None known,Coldwater + Warmwater
9690,unnamed pond,T2 R9 WELS,8,0.7000000000000001,NA,NA,24.3216,0.378378,NA,17.93,NA,NA,625,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Trout Mtn,Piscataquis,510398,5071594,45.79782735,-68.86620772,n/a,None known,n/a
9691,Dead Pond,Poland,4,0.3,12,21,NA,NA,1.3900000000000001,NA,MESO,NA,315,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Mechanic Falls,Androscoggin,389300,4878707,44.0531698,-70.38197631,n/a,None known,No fishery
9692,unnamed pond,T2 R9 WELS,8,0.5,NA,NA,121.608,0.111969,0.08,1.3,NA,NA,610,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Trout Mtn,Piscataquis,510065,5071260,45.79483077,-68.87048692,n/a,None known,n/a
9693,Bird Pond,Norway,7,1.1,4,10,NA,NA,4.45,NA,MESO,no dam,415,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Oxford,375918,4900473,44.24692367,-70.55410542,n/a,None known,No fishery
9694,unnamed pond,T2 R9 WELS,10,0.6,NA,NA,48.6432,0.096525,NA,2.46,NA,NA,590,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Abol Pond,Piscataquis,509732,5072007,45.80155327,-68.87475814,n/a,None known,n/a
9695,Loon Pond,Acton,95,2.2,7,10,536.6738588,0.65637,0.79,1.7,MESO,no dam,478,COASTAL,MOUSAM,Mousam River,106000302,Great East Lake,York,348301,4818900,43.50763646,-70.87665718,Below average,None known,Warmwater
9696,unnamed pond,Rainbow Twp,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1175,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,493538,5070096,45.78438982,-69.08313434,n/a,None known,n/a
9697,Little Poverty Pond,Shapleigh,15,0.7000000000000001,6,11,83.72864837,0.610038,0.79,10.8,MESO,surface increased <50%,448,SACO,MIDDLE SACO,Little Ossipee River,106000210,Mousam Lake,York,352097,4830128,43.60944089,-70.83277887,n/a,None known,Warmwater
9698,Rainbow Deadwaters,Rainbow Twp,62,2.1,11,22,472.6758652,0.814671,11.6,30.240000000000002,MESO,no dam,1034,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,487001,5073338,45.81348278,-69.16731961,n/a,None known,Remote
9700,Little Beaver Pond,Rainbow Twp,5,0.4,NA,NA,NA,NA,0.11,NA,NA,NA,1065,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake East,Piscataquis,493611,5072257,45.80384872,-69.08221714,n/a,None known,Remote
9701,Long Pond,Parsonsfield,263,3.2,18,33,5034.240021,1.285713,1.69,0.4,MESO,no dam,459,SACO,MIDDLE SACO,Little Ossipee River,106000210,Cornish,York,350316,4846743,43.75860959,-70.8594437,Above average,None known,Coldwater + Warmwater
9702,unnamed pond,T2 R12 WELS,27,1.2,NA,NA,316.1808,0.420849,3.88,10.32,NA,NA,986,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,475236,5073829,45.81757533,-69.31876629,n/a,None known,n/a
9704,Ten-Forty Pond,T2 R12 WELS,28,1,9,25,243.216,0.247104,0.25,1.3800000000000001,MESO,no dam,1050,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,481235,5070745,45.79001236,-69.24143321,n/a,None known,Coldwater
9705,North Gorham Pond,"Gorham, Standish, Windham",94,1.7,9,23,NA,NA,444,NA,MESO,surface increased <50%,222,PRESUMPSCOT,PRESUMPSCOT,Presumpscot River,106000103,North Windham,Cumberland,383310,4851422,43.80666064,-70.45074666,n/a,None known,Coldwater + Warmwater
9706,Black Brook Deadwater,T2 R12 WELS,30,NA,NA,NA,NA,NA,11.8,NA,NA,NA,1070,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,475772,5069095,45.77499399,-69.31162932,n/a,None known,n/a
9708,Little Holbrook Pond,T3 R11 WELS,47,1.3,NA,NA,462.1104,0.393822,3.37,7.7,EUTRO,NA,1006,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake West,Piscataquis,488273,5078348,45.85860033,-69.15106578,n/a,None known,No fishery
9709,Kezar Pond,Fryeburg,1851,11.6,7,12,34591.90068,16.980678,20,0.7000000000000001,MESO,no dam,369,SACO,UPPER SACO,Saco River-Lovewell Pond,106000204,Fryeburg,Oxford,349007,4883020,44.08479744,-70.88599308,Below average,None known,Warmwater
9710,unnamed pond,T3 R13 WELS,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1065,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,466017,5083800,45.90692935,-69.43814112,n/a,None known,n/a
9712,unnamed pond,T3 R13 WELS,4,0.9,NA,NA,NA,NA,13,NA,NA,NA,1040,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,465934,5084776,45.91570683,-69.43927337,n/a,None known,n/a
9713,York Pond,Eliot,48,2.1,7,11,316.6308307,1.694979,1.77,5.9,MESO,no dam,170,COASTAL,YORK,South York County Coastal Drainages,106000303,Dover East,York,356389,4783226,43.18815653,-70.76730591,n/a,None known,Coldwater + Warmwater
9714,unnamed pond,T3 R13 WELS,11,0.6,NA,NA,NA,NA,0.65,NA,NA,NA,1170,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,465157,5081481,45.88601365,-69.44906465,n/a,None known,n/a
9715,Lake Arrowhead,"Limerick, Waterboro",779,43.1,6,25,NA,NA,157,NA,MESO,surface increased >50%,305,SACO,MIDDLE SACO,Little Ossipee River,106000210,Limington,York,359822,4835217,43.65673766,-70.73842169,Below average,Variable water-milfoil,Warmwater
9716,Little Pine Pond,T3 R13 WELS,21,0.9,NA,NA,243.216,0.289575,0.4,1.47,NA,NA,1147,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Big Spencer Mtn,Piscataquis,465547,5079877,45.87159805,-69.44391252,n/a,None known,Bait
9718,unnamed pond,Lobster Twp,11,0.6,NA,NA,NA,NA,0.25,NA,NA,NA,1197,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,464585,5080532,45.8774462,-69.45636287,n/a,None known,n/a
9720,unnamed pond,T4 R12 WELS,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,481647,5092391,45.98484434,-69.23695831,n/a,None known,n/a
9722,unnamed pond,T4 R14 WELS,7,0.9,NA,NA,NA,NA,0.47000000000000003,NA,NA,NA,969,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Penobscot Farm,Piscataquis,458460,5089082,45.95405049,-69.5360215,n/a,None known,n/a
9724,unnamed pond,T5 R14 WELS,7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1165,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Ragmuff Stream,Piscataquis,456770,5103770,46.08613576,-69.5591618,n/a,None known,n/a
9726,unnamed pond,T6 R13 WELS,115,3,NA,NA,NA,NA,27.6,NA,NA,NA,942,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Mud Pond,Piscataquis,472238,5109939,46.14245831,-69.35945157,n/a,None known,n/a
9728,Blair Pond,Jackman,12,0.6,NA,NA,NA,NA,0.14,NA,NA,NA,1159,KENNEBEC,UPPER MOOSE,Moose River (3) at Long Pond,103000103,Heald Pond,Somerset,409148,5054061,45.63415361,-70.16564637,n/a,None known,n/a
9730,Lower Paradise Pond,"Misery Gore Twp, Parlin Pond Twp",9,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,no dam,1660,KENNEBEC,LOWER MOOSE,Moose River (3) at Long Pond,103000103,Long Pond,Somerset,416005,5046451,45.56653149,-70.0763863,n/a,None known,Coldwater
9731,Upper Paradise Pond,"Misery Gore Twp, Parlin Pond Twp",6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1690,KENNEBEC,LOWER MOOSE,Moose River (3) at Long Pond,103000103,Long Pond,Somerset,415760,5046461,45.56658915,-70.07952501,n/a,None known,Coldwater
9732,unnamed pond,Parlin Pond Twp,4,0.3,NA,NA,NA,NA,27,NA,NA,NA,1750,KENNEBEC,LOWER MOOSE,Moose River (3) at Long Pond,103000103,Long Pond,Somerset,414493,5046150,45.56363086,-70.09570441,n/a,None known,n/a
9734,Fletcher Pond #2,Brassua Twp,50,2.3,NA,NA,194.5728,1.08108,0.97,5.19,NA,NA,1074,KENNEBEC,LOWER MOOSE,Brassua Lake,103000104,Brassua Lake West,Somerset,427194,5058935,45.6801405,-69.93488063,n/a,None known,n/a
9736,Fletcher Pond #1,Brassua Twp,65,2.2,NA,NA,121.608,5.486481,5.97,41.050000000000004,NA,NA,1074,KENNEBEC,LOWER MOOSE,Brassua Lake,103000104,Brassua Lake West,Somerset,426696,5058981,45.68050452,-69.94128105,n/a,None known,n/a
9738,unnamed pond,Dennistown Plt,7,0.6,NA,NA,NA,NA,0.36,NA,NA,NA,1460,KENNEBEC,UPPER MOOSE,Moose River (3) at Long Pond,103000103,Jackman,Somerset,393218,5059537,45.68116047,-70.37118481,n/a,None known,n/a
9740,Mose Holden Pond,Dennistown Plt,8,0.4,NA,NA,194.5728,0.07722,0.12,0.64,NA,NA,1310,KENNEBEC,UPPER MOOSE,Moose River (3) at Long Pond,103000103,Jackman,Somerset,399907,5060700,45.69261921,-70.28555574,n/a,None known,n/a
9741,Rache Pond,Dennistown Plt,14,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,1570,KENNEBEC,UPPER MOOSE,Moose River (3) at Long Pond,103000103,Jackman,Somerset,397745,5063310,45.71578844,-70.31386622,n/a,None known,n/a
