MIDAS,Lake,Towns,Flushes_p_yr,Trop_Cat,Dam,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery,Area_sq_m,Perim_km,D_Mean_m,D_Max_m,Volume_m3,DDrain_ha,TDrain_ha,Elev_m
8202,unnamed pond,Rainbow Twp,3.45,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake West,Piscataquis,487570,5076968,45.84616603,-69.16007792,n/a,None known,n/a,20234.28,0.06,NA,NA,90001,50,3056.19,318.5
8204,unnamed pond,Rainbow Twp,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,488785,5070141,45.78473851,-69.14427795,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,324.6
8205,Colby's Research Pond,Belgrade,NA,NA,NA,KENNEBEC,MESSALONSKEE STREAM,Messalonskee Stream,103000310,Belgrade,Kennebec,433319,4925066,44.47583019,-69.83843145,n/a,None known,n/a,4046.86,NA,NA,NA,NA,NA,NA,77.7
8207,unnamed pond,Belgrade,NA,NA,NA,KENNEBEC,MESSALONSKEE STREAM,Messalonskee Stream,103000310,Belgrade,Kennebec,433172,4925525,44.47994772,-69.84033684,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,77.7
8209,Peverly Pond,Belgrade,NA,NA,NA,KENNEBEC,MESSALONSKEE STREAM,Messalonskee Stream,103000310,Belgrade,Kennebec,433534,4923292,44.45987751,-69.83549858,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,83.8
8210,unnamed pond,Rainbow Twp,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,490009,5070128,45.78463602,-69.12853377,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,338.3
8212,unnamed pond,Rainbow Twp,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,492169,5069168,45.77602373,-69.10072491,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,334.1
8214,unnamed pond,Rainbow Twp,3.0300000000000002,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,492764,5069675,45.78059824,-69.0930763,n/a,None known,n/a,28327.99,0.08,NA,NA,90001,44,NA,356.6
8215,Wellman Pond,"Augusta, Windsor",4.82,NA,NA,COASTAL,SHEEPSCOT-DYER,Kennebec River at Merrymeeting Bay,103000312,Togus Pond,Kennebec,448172,4903899,44.28649211,-69.64957689,n/a,None known,n/a,48562.28,0.11,NA,NA,138001,126,372.96,64
8216,unnamed pond,Rainbow Twp,4.05,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,489638,5070229,45.78554671,-69.13330242,n/a,None known,n/a,8093.71,0.03,NA,NA,60001,40,NA,334.4
8217,unnamed pond,Augusta,NA,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Togus Pond,Kennebec,445758,4912493,44.36367962,-69.68072499,n/a,None known,n/a,20234.28,0.08,NA,NA,NA,NA,NA,63.7
8218,unnamed pond,Rainbow Twp,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,490969,5067548,45.76143109,-69.11613153,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,294.1
8219,unnamed pond,Augusta,NA,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Togus Pond,Kennebec,445078,4911765,44.35708345,-69.68918432,n/a,None known,n/a,16187.43,0.06,NA,NA,NA,NA,NA,62.5
8220,Third Lake,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Quillpig Mtn,Hancock,570274,4974970,44.9246917,-68.1095378,n/a,None known,n/a,56655.99,0.13,NA,NA,NA,NA,8961.36,99.1
8221,unnamed pond,Augusta,NA,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Togus Pond,Kennebec,444268,4907993,44.32306458,-69.69894065,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,76.2
8222,unnamed pond,Rainbow Twp,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,488807,5073161,45.81191773,-69.14406797,n/a,None known,n/a,28327.99,0.11,NA,NA,NA,NA,NA,346.3
8223,unnamed pond,Augusta,1.51,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Togus Pond,Kennebec,447941,4904360,44.29063149,-69.65252237,n/a,None known,n/a,16187.43,0.06,NA,NA,60001,15,25.9,57.9
8224,unnamed pond,T2 R12 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,478895,5071903,45.80036864,-69.27158628,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,315.5
8225,Fish Hatchery Pond,Augusta,NA,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Augusta,Kennebec,434738,4913349,44.37048134,-69.81911531,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,54.9
8226,unnamed pond,T2 R12 WELS,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,483975,5068707,45.77173608,-69.20610376,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,NA,301.1
8228,unnamed pond,T2 R12 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,477551,5070136,45.78441576,-69.28879525,n/a,None known,n/a,24281.14,0.1,NA,NA,NA,NA,NA,373.7
8230,unnamed pond,T2 R13 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,471294,5070160,45.78440668,-69.36929633,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,355.1
8231,unnamed pond,Augusta,NA,NA,NA,KENNEBEC,LOWER KENNEBEC,Kennebec River at Merrymeeting Bay,103000312,Augusta,Kennebec,438048,4908039,44.32297159,-69.77694375,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,7.6
8233,unnamed pond,Albion,NA,NA,NA,KENNEBEC,LOWER SEBASTICOOK,Sebasticook River (4) at Winslow,103000309,Albion,Kennebec,462210,4930937,44.53077383,-69.47560906,n/a,None known,n/a,404.69,0.02,NA,NA,NA,NA,264.18,115.8
8235,unnamed pond,Albion,NA,NA,NA,KENNEBEC,LOWER SEBASTICOOK,Sebasticook River (4) at Winslow,103000309,Albion,Kennebec,464328,4931494,44.53588974,-69.44899108,n/a,None known,n/a,48562.28,0.21,NA,NA,NA,NA,3185.69,53.3
8237,unnamed pond,Albion,NA,NA,NA,KENNEBEC,LOWER SEBASTICOOK,Sebasticook River (4) at Winslow,103000309,Palermo,Kennebec,462791,4925608,44.48282891,-69.46790904,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,117.3
8239,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Graham Lake,105000212,West Lake,Hancock,561163,4989614,45.057340430000004,-68.22319699,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,105.2
8240,unnamed pond,Mount Katahdin Twp,NA,NA,NA,PENOBSCOT,LOWER E. BR. PENOBSCOT,East Branch Penobscot River (3),102000205,Mt Katahdin,Piscataquis,509616,5086314,45.93033043,-68.87596575,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,515.1
8241,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Graham Lake,105000212,West Lake,Hancock,560870,4990548,45.0657751,-68.22679759,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,109.7
8243,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Passadumkeag River,102000503,West Lake,Hancock,559290,4993864,45.09575716,-68.2464807,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,108.2
8245,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Graham Lake,105000212,West Lake,Hancock,563252,4985340,45.01869097,-68.19720517,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,117.3
8246,Blueberry Pond,Mount Katahdin Twp,40.89,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,East Branch Penobscot River (3),102000205,Mt Katahdin,Piscataquis,506876,5086127,45.92868139,-68.91130861,n/a,None known,n/a,8093.71,0.05,NA,NA,27000,166,NA,949.5
8247,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Graham Lake,105000212,West Lake,Hancock,562907,4985298,45.01833959,-68.20158319,n/a,None known,n/a,24281.14,0.06,NA,NA,NA,NA,NA,116.4
8249,unnamed pond,T40 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Graham Lake,105000212,West Lake,Hancock,563752,4985432,45.01947108,-68.19084258,n/a,None known,n/a,24281.14,0.14,NA,NA,NA,NA,NA,117.3
8250,unnamed pond,T3 R10 WELS,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Abol Pond,Piscataquis,500678,5079569,45.86968507,-68.99126593,n/a,None known,n/a,32374.85,0.11,NA,NA,NA,NA,160.58,310.9
8251,unnamed pond,"T35 MD, T41 MD",NA,NA,NA,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Gassabias Lake,Hancock,578088,4988965,45.04983383,-68.00836867,n/a,None known,n/a,121405.69,NA,NA,NA,NA,NA,4014.48,112.8
8252,unnamed pond,T3 R10 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,495536,5083904,45.90869366,-69.05755785,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,333.8
8253,unnamed pond,T35 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Gassabias Lake,Hancock,570693,4983611,45.00242625,-68.10302245,n/a,None known,n/a,16187.43,0.05,NA,NA,NA,NA,NA,117.3
8254,unnamed pond,T3 R10 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494983,5083899,45.90864341,-69.06468619,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,338.3
8255,Lower Pond (Sabao Lk),T35 MD,35.97,NA,NA,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Peaked Mtn,Hancock,578921,4982060,44.98760024,-67.99887539,n/a,None known,n/a,307561.09,0.51,NA,NA,1017009,131,6371.37,104.5
8256,unnamed pond,T3 R10 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494783,5084023,45.90975228,-69.06726569,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,339.9
8257,unnamed pond,T35 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Quillpig Mtn,Hancock,570823,4981200,44.98070997,-68.10170191,n/a,None known,n/a,8093.71,NA,NA,NA,NA,NA,NA,117.3
8258,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494543,5084145,45.91085388,-69.07036479,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,341.4
8259,Jimmies Pond,T34 MD,1.47,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Alligator Lake,Hancock,566300,4979697,44.9676168,-68.15926488,n/a,None known,n/a,129499.41,0.26,NA,NA,330003,72,90.65,120.4
8260,Stump Pond,T3 R10 WELS,NA,NA,NA,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Abol Pond,Piscataquis,502992,5079221,45.86654685,-68.96145363,n/a,None known,Coldwater,12140.57,0.05,NA,NA,NA,NA,NA,361.2
8261,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,547526,4972641,44.90560672,-68.39798316,n/a,None known,n/a,2023.43,0.02,NA,NA,NA,NA,NA,163.1
8262,unnamed pond,T3 R11 WELS,3.42,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake West,Piscataquis,487472,5078674,45.8615212,-69.16138884,n/a,None known,n/a,12140.57,0.05,NA,NA,37500,21,NA,342.9
8263,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,548880,4975042,44.92712985,-68.38059658,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,89.9
8264,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Harrington Lake,Piscataquis,486456,5082249,45.89367501,-69.17457937,n/a,None known,n/a,12140.57,0.06,NA,NA,NA,NA,NA,378
8267,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,543397,4981508,44.98568936,-68.44952412,n/a,None known,n/a,404.69,NA,NA,NA,NA,NA,NA,76.2
8268,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,487565,5083806,45.90770951,-69.16031931,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,431.3
8269,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,542580,4980752,44.9789311,-68.45994254,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,71.6
8270,unnamed pond,T3 R11 WELS,NA,NA,NA,NA,NA,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,486245,5084703,45.91575743,-69.17736644,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,373.4
8271,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,542996,4980571,44.97727934,-68.45469215,n/a,None known,n/a,2023.43,0.02,NA,NA,NA,NA,NA,77.7
8272,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,486391,5085128,45.91958252,-69.17549461,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,387.1
8273,Little Pickerel Pond,T32 MD,NA,NA,NA,NA,NA,Sunkhaze Stream,102000505,The Horseback,Hancock,543367,4979940,44.97157187,-68.45003845,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,80.8
8274,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Doubletop Mtn,Piscataquis,490573,5084982,45.91834571,-69.1215603,n/a,None known,n/a,16187.43,0.06,NA,NA,NA,NA,NA,327.7
8275,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,544666,4981799,44.98823212,-68.43340314,n/a,None known,n/a,404.69,0.02,NA,NA,NA,NA,NA,89.9
8276,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Doubletop Mtn,Piscataquis,492546,5083118,45.90159311,-69.09609782,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,350.5
8278,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494081,5084147,45.91086485,-69.07631397,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,344.4
8280,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494206,5080988,45.88243793,-69.07467136,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,356.6
8281,unnamed pond,T32 MD,NA,NA,NA,UNION,WEST BRANCH UNION,Sunkhaze Stream,102000505,The Horseback,Hancock,548276,4975951,44.9353528,-68.38816136,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,97.5
8282,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Doubletop Mtn,Piscataquis,491211,5083184,45.90216491,-69.11330918,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,345.9
8283,unnamed pond,T32 MD,NA,NA,NA,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Sunkhaze Stream,102000505,The Horseback,Hancock,544764,4981585,44.98629291,-68.43217058,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,88.4
8284,unnamed pond,T3 R11 WELS,NA,NA,NA,NA,NA,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,493206,5084072,45.91018574,-69.0876028,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,345.9
8285,unnamed pond,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Alligator Lake,Hancock,566791,4973828,44.91474863,-68.15381493,n/a,None known,n/a,8093.71,NA,NA,NA,NA,NA,NA,129.5
8286,unnamed pond,T3 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,493099,5083984,45.90938538,-69.0889839,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,345.9
8287,unnamed pond,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Quillpig Mtn,Hancock,570842,4971997,44.89787181,-68.10275647,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,105.2
8288,unnamed pond,T3 R12 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,479058,5078513,45.85986643,-69.26977153,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,297.2
8289,unnamed pond,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Quillpig Mtn,Hancock,571144,4971965,44.89755645,-68.09893077,n/a,None known,n/a,32374.85,0.08,NA,NA,NA,NA,134.68,105.2
8290,unnamed pond,T3 R13 WELS,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,467223,5086666,45.93278007,-69.42279233,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,307.8
8291,unnamed pond,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Quillpig Mtn,Hancock,571483,4969985,44.87969466,-68.09491928,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,99.1
8292,unnamed pond,T3 R13 WELS,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,Chesuncook Lake,102000105,Pine Stream Flowage,Piscataquis,470401,5082365,45.89421904,-69.38152781,n/a,None known,n/a,12140.57,0.08,NA,NA,NA,NA,NA,336.8
8293,unnamed pond,T28 MD,NA,NA,NA,NARRAGUAGUS,UPPER NARRAGUAGUS,Narraguagus River,105000209,Lead Mtn,Hancock,571634,4969048,44.87125226,-68.09314341,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,105.2
8295,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,569592,4950567,44.70510159,-68.12151769,n/a,None known,n/a,24281.14,0.1,NA,NA,NA,NA,NA,51.8
8296,unnamed pond,T3 R13 WELS,NA,NA,NA,NA,NA,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,468346,5086417,45.9305931,-69.40828576,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,303.3
8297,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,572645,4949628,44.6963469,-68.08312141,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,45.7
8299,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Molasses Pond,Hancock,568466,4946952,44.67267076,-68.13621186,n/a,None known,n/a,12140.57,NA,NA,NA,NA,NA,NA,70.1
8300,unnamed pond,Lobster Twp,NA,NA,NA,NA,NA,WEST Branch Penobscot River at Chesuncook Lake,102000103,Pine Stream Flowage,Piscataquis,464332,5080533,45.87743974,-69.45961726,n/a,None known,n/a,404.69,0.02,NA,NA,NA,NA,NA,361.2
8301,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Molasses Pond,Hancock,566672,4947336,44.67629622,-68.15879011,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,94.5
8302,unnamed pond,T3 R13 WELS,4.94,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Big Spencer Mtn,Piscataquis,465298,5077397,45.84926758,-69.44695211,n/a,None known,n/a,16187.43,0.06,NA,NA,60001,52,NA,376.4
8303,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Molasses Pond,Hancock,568879,4948923,44.69037268,-68.13074165,n/a,None known,n/a,1618.74,0.03,NA,NA,NA,NA,NA,68.6
8304,unnamed pond,Lobster Twp,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Penobscot Farm,Piscataquis,457236,5083910,45.9074296,-69.55135557,n/a,None known,n/a,12140.57,0.08,NA,NA,NA,NA,NA,295.7
8305,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Molasses Pond,Hancock,567286,4946694,44.67045415,-68.15113528,n/a,None known,n/a,1618.74,0.02,NA,NA,NA,NA,NA,777.2
8306,unnamed pond,Lobster Twp,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Big Spencer Mtn,Piscataquis,464881,5076114,45.83769648,-69.45222039,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,376.4
8307,unnamed pond,T16 MD,NA,NA,NA,UNION,EAST BRANCH UNION,Narraguagus River,105000209,Molasses Pond,Hancock,567262,4945442,44.6591918,-68.1515986,n/a,None known,n/a,8093.71,NA,NA,NA,NA,NA,NA,70.1
8309,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Graham Lake,105000212,Molasses Pond,Hancock,565735,4950712,44.70676599,-68.17018037,n/a,None known,n/a,2023.43,0.03,NA,NA,NA,NA,NA,99.1
8312,unnamed pond,T4 R15 WELS,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Bean Pot Pond,Piscataquis,445014,5097976,46.03314631,-69.71054007,n/a,None known,n/a,16187.43,0.13,NA,NA,NA,NA,1318.3,356.6
8313,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,571439,4948163,44.68328395,-68.09854289,n/a,None known,n/a,32374.85,0.11,NA,NA,NA,NA,NA,48.8
8314,unnamed pond,T5 R11 WELS,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Telos Brook,Piscataquis,485465,5099520,46.04910195,-69.18788307,n/a,None known,n/a,12140.57,0.19,NA,NA,NA,NA,1017.87,344.4
8315,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,574526,4953654,44.7323883,-68.05879151,n/a,None known,n/a,16187.43,0.14,NA,NA,NA,NA,NA,59.4
8316,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,413103,5080589,45.87338011,-70.11968485,n/a,None known,n/a,1618.74,0.02,NA,NA,NA,NA,NA,381
8319,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,573611,4951538,44.71344323,-68.07064991,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,59.4
8320,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Foley Pond,Somerset,413923,5084364,45.90745685,-70.10979211,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,486.2
8321,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,573642,4951634,44.71430473,-68.07024654,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,59.4
8323,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,573648,4951747,44.71531354,-68.07015933,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,59.4
8326,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,409767,5084652,45.90950997,-70.16342244,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,495.3
8327,unnamed pond,T16 MD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,570939,4949006,44.69091794,-68.10473238,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,48.8
